,Jargon_Terms,Jargon_Type,is_Jargon
3007,bizmeth,Buzzwords,True
3008,brand,Buzzwords,True
3009,brick-and-mortar,Buzzwords,True
3010,business process outsourcing,Buzzwords,True
3011,buzzword compliant,Buzzwords,True
3012,building capabilities/capability building,Buzzwords,True
3013,cherry-pick,Buzzwords,True
3014,circle back,Buzzwords,True
3015,client-centric,Buzzwords,True
3016,cloud computing,Buzzwords,True
3017,close the loop,Buzzwords,True
3018,co-opetition,Buzzwords,True
3019,come-to-jesus moment,Buzzwords,True
3020,content marketing,Buzzwords,True
3021,core competency,Buzzwords,True
3022,creative ,Buzzwords,True
3023,customer-centric,Buzzwords,True
3024,deep dive,Buzzwords,True
3025,dove tail,Buzzwords,True
3026,downsizing,Buzzwords,True
3027,drill down ,Buzzwords,True
3028,drinking the kool-aid,Buzzwords,True
3029,early-stage,Buzzwords,True
3030,employer branding,Buzzwords,True
3031,eating your own dogfood,Buzzwords,True
3032,enable,Buzzwords,True
3033,entitlement,Buzzwords,True
3034,enterprise,Buzzwords,True
3035,event horizon,Buzzwords,True
3036,eyeballs,Buzzwords,True
3037,"-free, as in cholesterol-free seaweed or gluten-free eggs, lacking some putatively harmful substance that it never contained in the first place.",Buzzwords,True
3038,free value,Buzzwords,True
3039,fulfilment issues,Buzzwords,True
3040,generation y,Buzzwords,True
3041,granular,Buzzwords,True
3042,herding cats,Buzzwords,True
3043,holistic (approach/integration),Buzzwords,True
3044,home real estate usage for an unoccupied dwelling unit,Buzzwords,True
3045,hyperlocal,Buzzwords,True
3046,innovation,Buzzwords,True
3047,innovative,Buzzwords,True
3048,knowledge process outsourcing,Buzzwords,True
3049,leverage,Buzzwords,True
3050,logistics,Buzzwords,True
3051,long tail,Buzzwords,True
3052,low hanging fruit,Buzzwords,True
3053,make it pop,Buzzwords,True
3054,mindshare,Buzzwords,True
3055,mission critical,Buzzwords,True
3056,management visibility,Buzzwords,True
3057,new economy,Buzzwords,True
3058,next generation,Buzzwords,True
3059,offshoring,Buzzwords,True
3060,pain point,Buzzwords,True
3061,paralysis by analysis,Buzzwords,True
3062,part of our dna,Buzzwords,True
3063,passionate,Buzzwords,True
3064,peel back the onion,Buzzwords,True
3065,online tonight brains?,Buzzwords,True
3066,pick and shovel work,Buzzwords,True
3067,profit center,Buzzwords,True
3068,quick-win,Buzzwords,True
3069,return on investment,Buzzwords,True
3070,reverse fulfilment,Buzzwords,True
3071,rightshoring,Buzzwords,True
3072,seamless (integration),Buzzwords,True
3073,serum,Buzzwords,True
3074,share options,Buzzwords,True
3075,short runway,Buzzwords,True
3076,"silo (for ""compartmentalize"")",Buzzwords,True
3077,social currency,Buzzwords,True
3078,socialize,Buzzwords,True
3079,solution,Buzzwords,True
3080,sox,Buzzwords,True
3081,sustainability,Buzzwords,True
3082,storytelling,Buzzwords,True
3083,startup,Buzzwords,True
3084,strategy,Buzzwords,True
3085,synergy,Buzzwords,True
3086,take offline,Buzzwords,True
3087,talent relationship management,Buzzwords,True
3088,"tee off (begin something, i.e. a meeting or program)",Buzzwords,True
3089,touch base,Buzzwords,True
3090,touchpoint,Buzzwords,True
3091,upselling,Buzzwords,True
3092,upcycling,Buzzwords,True
3093,value-added,Buzzwords,True
3094,visibility,Buzzwords,True
3095,water under the bridge ,Buzzwords,True
3096,we are who we are,Buzzwords,True
3097,4g,Buzzwords,True
3098,aggregator,Buzzwords,True
3099,agile,Buzzwords,True
3100,ajax,Buzzwords,True
3101,algorithm,Buzzwords,True
3102,benchmarking,Buzzwords,True
3103,back-end,Buzzwords,True
3104,beta,Buzzwords,True
3105,big data - larger data sets than last month,Buzzwords,True
3106,bleeding edge,Buzzwords,True
3107,blog,Buzzwords,True
3108,bring your own device - use of personal equipment (usually mobile) in a work environment,Buzzwords,True
3109,bricks-and-clicks,Buzzwords,True
3110,clickthrough,Buzzwords,True
3111,cloud,Buzzwords,True
3112,cloudops,Buzzwords,True
3113,collaboration,Buzzwords,True
3114,content management,Buzzwords,True
3115,content management system,Buzzwords,True
3116,convergence,Buzzwords,True
3117,cross-platform,Buzzwords,True
3118,cyber-physical systems (csp),Buzzwords,True
3119,datafication,Buzzwords,True
3120,data mining,Buzzwords,True
3121,data science,Buzzwords,True
3122,deep dive,Buzzwords,True
3123,deep web,Buzzwords,True
3124,design pattern,Buzzwords,True
3125,devops,Buzzwords,True
3126,digital divide,Buzzwords,True
3127,digital remastering,Buzzwords,True
3128,digital rights management,Buzzwords,True
3129,digital signage,Buzzwords,True
3130,disruptive technologies,Buzzwords,True
3131,document management,Buzzwords,True
3132,dot-bomb,Buzzwords,True
3133,data-driven development,Buzzwords,True
3134,customer-driven development,Buzzwords,True
3135,design-driven development,Buzzwords,True
3136,product-driven development,Buzzwords,True
3137,market-driven development,Buzzwords,True
3138,test-driven development,Buzzwords,True
3139,profit-driven development,Buzzwords,True
3140,e-learning,Buzzwords,True
3141,end-to-end,Buzzwords,True
3142,engine,Buzzwords,True
3143,enterprise content management,Buzzwords,True
3144,enterprise service bus,Buzzwords,True
3145,framework,Buzzwords,True
3146,folksonomy,Buzzwords,True
3147,fuzzy logic,Buzzwords,True
3148,growth hacking,Buzzwords,True
3149,html5,Buzzwords,True
3150,immersion,Buzzwords,True
3151,information superhighway,Buzzwords,True
3152,information highway,Buzzwords,True
3153,internet of things,Buzzwords,True
3154,innovation,Buzzwords,True
3155,machine learning,Buzzwords,True
3156,mashup,Buzzwords,True
3157,microservices,Buzzwords,True
3158,mobile,Buzzwords,True
3159,modularity,Buzzwords,True
3160,nanotechnology,Buzzwords,True
3161,netiquette,Buzzwords,True
3162,network function virtualization,Buzzwords,True
3163,next generation,Buzzwords,True
3164,nextgen,Buzzwords,True
3165,object-oriented programming,Buzzwords,True
3166,omnichannel,Buzzwords,True
3167,pandering,Buzzwords,True
3168,parsing,Buzzwords,True
3169,paas,Buzzwords,True
3170,podcasting,Buzzwords,True
3171,portal,Buzzwords,True
3172,real-time,Buzzwords,True
3173,responsive web design,Buzzwords,True
3174,sensorization,Buzzwords,True
3175,saas,Buzzwords,True
3176,scalability,Buzzwords,True
3177,skeuomorphic,Buzzwords,True
3178,social bookmarking,Buzzwords,True
3179,social software,Buzzwords,True
3180,software defined,Buzzwords,True
3181,software defined networking,Buzzwords,True
3182,spam,Buzzwords,True
3183,sync-up,Buzzwords,True
3184,development life-cycle,Buzzwords,True
3185,tagging,Buzzwords,True
3186,think outside the box,Buzzwords,True
3187,thought leader,Buzzwords,True
3188,transmedia,Buzzwords,True
3189,unified communications,Buzzwords,True
3190,user generated content,Buzzwords,True
3191,viral,Buzzwords,True
3192,virtualization,Buzzwords,True
3193,vlogging,Buzzwords,True
3194,vortal,Buzzwords,True
3195,web 2.0,Buzzwords,True
3196,webinar,Buzzwords,True
3197,weblog,Buzzwords,True
3198,web services,Buzzwords,True
3199,wikiality,Buzzwords,True
3200,workflow,Buzzwords,True
3201,information society,Buzzwords,True
3202,political capital,Buzzwords,True
3203,statist,Buzzwords,True
3204,stakeholder,Buzzwords,True
3205,antifragile,Buzzwords,True
3206,best-in-class,Buzzwords,True
3207,aka,Legal,True
3208,accelerated rehabilitation,Legal,True
3209,acknowledgment,Legal,True
3210,action,Legal,True
3211,adjournment,Legal,True
3212,adjudication,Legal,True
3213,adjudicatory hearing,Legal,True
3214,adult court transfer,Legal,True
3215,adult probation,Legal,True
3216,affirmation,Legal,True
3217,affidavit,Legal,True
3218,alcohol education program,Legal,True
3219,alford doctrine,Legal,True
3220,alimony,Legal,True
3221,allegation,Legal,True
3222,alternate juror,Legal,True
3223,alternative detention program,Legal,True
3224,alternative dispute resolution,Legal,True
3225,alternative incarceration center,Legal,True
3226,alternative sanctions,Legal,True
3227,amicus curiae brief,Legal,True
3228,annulment,Legal,True
3229,answer,Legal,True
3230,appeal,Legal,True
3231,appeal bond,Legal,True
3232,appearance,Legal,True
3233,appellant,Legal,True
3234,appellee,Legal,True
3235,arbitration,Legal,True
3236,arraignment,Legal,True
3237,arrest,Legal,True
3238,arrearages,Legal,True
3239,assignment list,Legal,True
3240,assistant attorney general,Legal,True
3241,attachment,Legal,True
3242,attorney of record,Legal,True
3243,automatic orders,Legal,True
3244,top,Legal,True
3245,bail,Legal,True
3246,bail bondsperson,Legal,True
3247,bail commissioner,Legal,True
3248,bar,Legal,True
3249,best interest of the child,Legal,True
3250,bench warrant,Legal,True
3251,bond,Legal,True
3252,non-financial bonds,Legal,True
3253,     a) non-surety bond where the defendant's signature alone guarantees the amount of bond and the defendant is not required to post any property or retain the services of a professional bail bondsperson as collateral.,Legal,True
3254,    b) promise to appear.,Legal,True
3255,surety bond,Legal,True
3256,bond forfeiture (calling the bond),Legal,True
3257,bond review,Legal,True
3258,bondsman,Legal,True
3259,brief,Legal,True
3260,broken down irretrievably,Legal,True
3261,top,Legal,True
3262,calendar,Legal,True
3263,calendar call,Legal,True
3264,capias mittimus,Legal,True
3265,capital felony,Legal,True
3266,case,Legal,True
3267,case conference,Legal,True
3268,case file,Legal,True
3269,case flow coordinator,Legal,True
3270,central transportation unit,Legal,True
3271,certify,Legal,True
3272,cgs,Legal,True
3273,challenge,Legal,True
3274,charge,Legal,True
3275,charge to jury,Legal,True
3276,chattels,Legal,True
3277,child,Legal,True
3278,child support,Legal,True
3279,"the ""chip smith charge"" is an instruction to deadlocked jurors in civil and criminal cases, urging those jurors who disagree with the majority vote to reexamine the majority views in an effort to reach a unanimous verdict.",Legal,True
3280,cip,Legal,True
3281,civil action,Legal,True
3282,claim,Legal,True
3283,classification and program officer,Legal,True
3284,common law,Legal,True
3285,community service,Legal,True
3286,community services coordinator,Legal,True
3287,community service labor program,Legal,True
3288,complaint,Legal,True
3289,complex litigation,Legal,True
3290,conditional discharge,Legal,True
3291,contempt of court,Legal,True
3292,continuance,Legal,True
3293,continuance date,Legal,True
3294,contract,Legal,True
3295,conviction,Legal,True
3296,costs,Legal,True
3297,count,Legal,True
3298,counter claim,Legal,True
3299,court-appointed attorney,Legal,True
3300,court clerk,Legal,True
3301,court interpreter,Legal,True
3302,court monitor,Legal,True
3303,court reporter,Legal,True
3304,court services officer,Legal,True
3305,court trial,Legal,True
3306,crime victim compensation program,Legal,True
3307,cross-examination,Legal,True
3308,custody,Legal,True
3309,custody affidavit,Legal,True
3310,top,Legal,True
3311,damages,Legal,True
3312,day incarceration center,Legal,True
3313,declaration,Legal,True
3314,default,Legal,True
3315,defendant,Legal,True
3316,delinquent,Legal,True
3317,deposition,Legal,True
3318,detention hearing or detention release hearing,Legal,True
3319,discovery,Legal,True
3320,dismissal,Legal,True
3321,dismissal without prejudice,Legal,True
3322,dispose,Legal,True
3323,disposition,Legal,True
3324,dissolution,Legal,True
3325,diversionary programs,Legal,True
3326,docket,Legal,True
3327,docket number,Legal,True
3328,domicile,Legal,True
3329,drug court,Legal,True
3330,top,Legal,True
3331,education program,Legal,True
3332,ejectment,Legal,True
3333,electronic monitoring,Legal,True
3334,emancipated minor,Legal,True
3335,emancipation,Legal,True
3336,eminent domain,Legal,True
3337,eviction,Legal,True
3338,evidence,Legal,True
3339,ex parte,Legal,True
3340,execution suspended,Legal,True
3341,top,Legal,True
3342,failure to appear,Legal,True
3343,family relations counselor,Legal,True
3344,family support magistrate,Legal,True
3345,family violence education program,Legal,True
3346,family violence victim advocate,Legal,True
3347,family with service needs,Legal,True
3348,felony,Legal,True
3349,felony murder,Legal,True
3350,filing,Legal,True
3351,financial affidavit,Legal,True
3352,finding,Legal,True
3353,foreclosure,Legal,True
3354,foreman,Legal,True
3355,top,Legal,True
3356,garnishment,Legal,True
3357,ga - geographical area,Legal,True
3358,grievance,Legal,True
3359,guardian,Legal,True
3360,guardian ad litem,Legal,True
3361,top,Legal,True
3362,habeas corpus,Legal,True
3363,hearsay,Legal,True
3364,honor court,Legal,True
3365,housing specialist,Legal,True
3366,hung jury,Legal,True
3367,top,Legal,True
3368,incarceration,Legal,True
3369,income withholding order,Legal,True
3370,indigent,Legal,True
3371,information (the),Legal,True
3372,infraction,Legal,True
3373,injunction,Legal,True
3374,interpreter,Legal,True
3375,interrogatory,Legal,True
3376,investigatory grand jury,Legal,True
3377,top,Legal,True
3378,judge,Legal,True
3379,judgment,Legal,True
3380,judgment file,Legal,True
3381,jd - judicial district,Legal,True
3382,juris number,Legal,True
3383,jurisdiction,Legal,True
3384,juror,Legal,True
3385,jury charge,Legal,True
3386,jury instructions,Legal,True
3387,juvenile court,Legal,True
3388,juvenile delinquent,Legal,True
3389,juvenile detention,Legal,True
3390,juvenile detention center,Legal,True
3391,juvenile detention officer,Legal,True
3392,juvenile matters,Legal,True
3393,juvenile probation,Legal,True
3394,juvenile transportation officer,Legal,True
3395,top,Legal,True
3396,law librarian,Legal,True
3397,legal aid or legal services,Legal,True
3398,legal custody,Legal,True
3399,legal separation,Legal,True
3400,lien,Legal,True
3401,lis pendens,Legal,True
3402,litigant,Legal,True
3403,lockout,Legal,True
3404,top,Legal,True
3405,magistrate,Legal,True
3406,mandamus,Legal,True
3407,marshal,Legal,True
3408,mediation,Legal,True
3409,minor,Legal,True
3410,misdemeanor,Legal,True
3411,mitigating circumstances,Legal,True
3412,mittimus judgment,Legal,True
3413,modification,Legal,True
3414,motion,Legal,True
3415,movant,Legal,True
3416,moving party,Legal,True
3417,top,Legal,True
3418,ne exeat,Legal,True
3419,neglected minor,Legal,True
3420,no contact order,Legal,True
3421,no fault divorce,Legal,True
3422,nolle,Legal,True
3423,nolo contendere,Legal,True
3424,no contest,Legal,True
3425,non-suit,Legal,True
3426,notarize,Legal,True
3427,top,Legal,True
3428,oath,Legal,True
3429,office of adult probation,Legal,True
3430,order,Legal,True
3431,order to detain,Legal,True
3432,order of detention (detention order),Legal,True
3433,orders of temporary custody,Legal,True
3434,top,Legal,True
3435,parcel,Legal,True
3436,parenting education program,Legal,True
3437,parole,Legal,True
3438,parties,Legal,True
3439,party,Legal,True
3440,paternity,Legal,True
3441,pendente lite order,Legal,True
3442,peremptory challenge,Legal,True
3443,perjury,Legal,True
3444,petition,Legal,True
3445,petitioner,Legal,True
3446,plaintiff,Legal,True
3447,plea,Legal,True
3448,plea bargain,Legal,True
3449,pleadings,Legal,True
3450,posting bond,Legal,True
3451,post judgment,Legal,True
3452,practice book,Legal,True
3453,pre-sentence investigation,Legal,True
3454,pretrial,Legal,True
3455,pretrial hearing,Legal,True
3456,probable cause hearing,Legal,True
3457,probate/probate court,Legal,True
3458,probation,Legal,True
3459,probation absconder,Legal,True
3460,promise to appear,Legal,True
3461,pro se,Legal,True
3462,pro se divorce,Legal,True
3463,prosecute,Legal,True
3464,prosecutor,Legal,True
3465,protective order,Legal,True
3466,public defender,Legal,True
3467,top,Legal,True
3468,ready,Legal,True
3469,record,Legal,True
3470,referee,Legal,True
3471,regional child protection docket,Legal,True
3472,regional family trial docket,Legal,True
3473,residential treatment programs,Legal,True
3474,respondent,Legal,True
3475,rest,Legal,True
3476,restitution,Legal,True
3477,restraining order,Legal,True
3478,return date,Legal,True
3479,revocation hearing,Legal,True
3480,rule to show cause,Legal,True
3481,top,Legal,True
3482,seal,Legal,True
3483,senior judge,Legal,True
3484,sentences,Legal,True
3485,sentencing,Legal,True
3486,sentence modification,Legal,True
3487,sentence review,Legal,True
3488,serious juvenile offender,Legal,True
3489,serious juvenile offense,Legal,True
3490,service,Legal,True
3491,short calendar,Legal,True
3492,slip opinions,Legal,True
3493,small claims,Legal,True
3494,special sessions of the superior court,Legal,True
3495,state referee,Legal,True
3496,states attorney,Legal,True
3497,statute,Legal,True
3498,statute of limitations,Legal,True
3499,stay,Legal,True
3500,stipulation,Legal,True
3501,subpoena,Legal,True
3502,subpoena duces tecum,Legal,True
3503,substance abuse education,Legal,True
3504,substitute charge,Legal,True
3505,summary process,Legal,True
3506,summons,Legal,True
3507,summons (juvenile),Legal,True
3508,support enforcement officer,Legal,True
3509,top,Legal,True
3510,testimony,Legal,True
3511,time served,Legal,True
3512,title,Legal,True
3513,tort,Legal,True
3514,transcript,Legal,True
3515,transfer,Legal,True
3516,transfer hearing,Legal,True
